KUNNR	HKUNNR
0000425899	0000602068
0000425900	0000600342
0000425901	0000604062
0000425902	0000600321
0000425903	0000602068
0000425904	0000604062
0000425905	0000600946
0000425906	0000600946
0000425907	0000604062
0000425908	0000604062
0000425909	0000604062
0000425910	0000602032
0000425911	0000602032
0000425912	0000604062
0000425913	0000604062
0000425914	0000604062
0000425915	0000600342
0000425916	0000603778
0000425917	0000604062
0000425918	0000604062
0000425919	0000600080
0000425920	0000601497
0000425921	0000602054
0000425922	0000600318
0000425923	0000602056
0000425924	0000602056
0000425925	0000602056
0000425926	0000604062
0000425927	0000604062
0000425928	0000604062
0000425929	0000604062
0000425930	0000600321
0000425931	0000602040
0000425932	0000602096
0000425933	0000604062
0000425934	0000600006
0000425935	0000600006
0000425936	0000600148
0000425937	0000604062
0000425938	0000602426
0000425939	0000603589
0000425940	0000601497
0000425941	0000603778
0000425942	0000600320
0000425943	0000600105
0000425944	0000600415
0000425945	0000600032
0000425946	0000602033
0000425947	0000601012
0000425948	0000601012
0000425949	0000600071
0000425950	0000600318
0000425951	0000600063
0000425952	0000600063
0000425953	0000600063
0000425954	0000600063
0000425955	0000600063
0000425956	0000600063
0000425957	0000602015
0000425958	0000600063
0000425959	0000600063
0000425960	0000600063
0000425961	0000600063
0000425962	0000600063
0000425963	0000600063
0000425964	0000600063
0000425965	0000600063
0000425966	0000600063
0000425967	0000600063
0000425968	0000600006
0000425969	0000600006
0000425970	0000600007
0000425971	0000604062
0000425972	0000603643
0000425973	0000604062
0000425974	0000602032
0000425975	0000603643
0000425976	0000603643
0000425977	0000603643
0000425978	0000602076
0000425979	0000603643
0000425980	0000603643
0000425981	0000603643
0000425982	0000602032
0000425983	0000604062
0000425984	0000604062
0000425985	0000604062
0000425986	0000604062
0000425987	0000603778
0000425988	0000600946
0000425989	0000600946
0000425990	0000602032
0000425991	0000600946
0000425992	0000600946
0000425993	0000600946
0000425994	0000600946
0000425995	0000600946
0000425996	0000603643
0000425997	0000602426
0000425998	0000604062
0000425999	0000600318
0000426000	0000604062
0000426001	0000604062
0000426002	0000604062
0000426003	0000600140
0000426004	0000604062
0000426005	0000600032
0000426006	0000600063
0000426007	0000604062
0000426008	0000600148
0000426009	0000600121
0000426010	0000600067
0000426011	0000600165
0000426012	0000603778
0000426013	0000604062
0000426014	0000604062
0000426015	0000601497
0000426016	0000600946
0000426017	0000601659
0000426018	0000603643
0000426019	0000600071
0000426020	0000604062
0000426021	0000600063
0000426022	0000600063
0000426023	0000602019
0000426024	0000600063
0000426025	0000600063
0000426026	0000603643
0000426027	0000603589
0000426028	0000600063
0000426029	0000600063
0000426030	0000600063
0000426031	0000602426
0000426032	0000602032
0000426033	0000600063
0000426034	0000601012
0000426035	0000600007
0000426036	0000600006
0000426037	0000602032
0000426038	0000604062
0000426039	0000604062
0000426040	0000604062
0000426041	0000604062
0000426042	0000604062
0000426043	0000604062
0000426044	0000601497
0000426045	0000601497
0000426046	0000600063
0000426047	0000600063
0000426048	0000600063
0000426049	0000602103
0000426050	0000600063
0000426051	0000602426
0000426052	0000602012
0000426053	0000600063
0000426054	0000600063
0000426055	0000600063
0000426056	0000600063
0000426057	0000600063
0000426058	0000600063
0000426059	0000602012
0000426060	0000602019
0000426061	0000600063
0000426062	0000600063
0000426063	0000600063
0000426064	0000600063
0000426065	0000602426
0000426066	0000600063
0000426067	0000600063
0000426068	0000600063
0000426069	0000600063
0000426070	0000602012
0000426071	0000600063
0000426072	0000600063
0000426073	0000600063
0000426074	0000600063
0000426075	0000602032
0000426076	0000601497
0000426077	0000600369
0000426078	0000600121
0000426079	0000604062
0000426080	0000604062
0000426081	0000605980
0000426082	0000600034
0000426083	0000602032
0000426084	0000600034
0000426085	0000600091
0000426086	0000600078
0000426087	0000600342
0000426088	0000600063
0000426089	0000602426
0000426090	0000600063
0000426091	0000604062
0000426092	0000604062
0000426093	0000600946
0000426094	0000600946
0000426095	0000600946
0000426096	0000600946
0000426097	0000600946
0000426098	0000600079
0000426099	0000600063
0000426100	0000604062
0000426101	0000604062
0000426102	0000602426
0000426103	0000601608
0000426104	0000604062
0000426105	0000600342
0000426106	0000604062
0000426107	0000604062
0000426108	0000600006
0000426109	0000600032
0000426110	0000601497
0000426111	0000601233
0000426112	0000604062
0000426113	0000601497
0000426114	0000600482
0000426115	0000600482
0000426116	0000605174
0000426117	0000602032
0000426118	0000601012
0000426119	0000600032
0000426120	0000602096
0000426121	0000601497
0000426122	0000604062
0000426123	0000604062
0000426124	0000604062
0000426125	0000604062
0000426126	0000600342
0000426127	0000600369
0000426128	0000602426
0000426129	0000602030
0000426130	0000600946
0000426131	0000600946
0000426132	0000600946
0000426133	0000600946
0000426134	0000600946
0000426135	0000600946
0000426136	0000600946
0000426137	0000601659
0000426138	0000600071
0000426139	0000604062
0000426140	0000604062
0000426141	0000602096
0000426142	0000604062
0000426143	0000604062
0000426144	0000600063
0000426145	0000603643
0000426146	0000602089
0000426147	0000604062
0000426148	0000601497
0000426149	0000604062
0000426150	0000604062
0000426151	0000604062
0000426152	0000605980
0000426153	0000600946
0000426154	0000600007
0000426155	0000600006
0000426156	0000602030
0000426157	0000602030
0000426158	0000602030
0000426159	0000602030
0000426160	0000604062
0000426161	0000604062
0000426162	0000604062
0000426163	0000604062
0000426164	0000602032
0000426165	0000600946
0000426166	0000600946
0000426167	0000602434
0000426168	0000602434
0000426169	0000602434
0000426170	0000602426
0000426171	0000600063
0000426172	0000604062
0000426173	0000604062
0000426174	0000604062
0000426175	0000604062
0000426176	0000604062
0000426177	0000601497
0000426178	0000601497
0000426179	0000600946
0000426180	0000600946
0000426181	0000600946
0000426182	0000600946
0000426183	0000600946
0000426184	0000604062
0000426185	0000605980
0000426186	0000600063
0000426187	0000600164
0000426188	0000601497
0000426189	0000600078
0000426190	0000601497
0000426191	0000604062
0000426192	0000604062
0000426193	0000600148
0000426194	0000604062
0000426195	0000604062
0000426196	0000604062
0000426197	0000600078
0000426198	0000602033
0000426199	0000603643
0000426200	0000603643
0000426201	0000603643
0000426202	0000602066
0000426203	0000602066
0000426204	0000602066
0000426205	0000602066
0000426206	0000602066
0000426207	0000602066
0000426208	0000602066
0000426209	0000600121
0000426210	0000602032
0000426211	0000600007
0000426212	0000600007
0000426213	0000602068
0000426214	0000600006
0000426215	0000602032
0000426216	0000602030
0000426217	0000600946
0000426218	0000600946
0000426219	0000600946
0000426220	0000600946
0000426221	0000600946
0000426222	0000600946
0000426223	0000600946
0000426224	0000600946
0000426225	0000603643
0000426226	0000603643
0000426227	0000604062
0000426228	0000604062
0000426229	0000600318
0000426230	0000600032
0000426231	0000604062
0000426232	0000604062
0000426233	0000604062
0000426234	0000604062
0000426235	0000600318
0000426236	0000600121
0000426237	0000604135
0000426238	0000602019
0000426239	0000602019
0000426240	0000605980
0000426241	0000602068
0000426242	0000602068
0000426243	0000602068
0000426244	0000603589
0000426245	0000600121
0000426246	0000600063
0000426247	0000604062
0000426248	0000600369
0000426249	0000602032
0000426250	0000602032
0000426251	0000604062
0000426252	0000600482
0000426253	0000601608
0000426254	0000600006
0000426255	0000604062
0000426256	0000604062
0000426257	0000604062
0000426258	0000601543
0000426259	0000601543
0000426260	0000600466
0000426261	0000600466
0000426262	0000600071
0000426263	0000600148
0000426264	0000603589
0000426265	0000604062
0000426266	0000604062
0000426267	0000600946
0000426268	0000603589
0000426269	0000603589
0000426270	0000603589
0000426271	0000600946
0000426272	0000600946
0000426273	0000600946
0000426274	0000600946
0000426275	0000600946
0000426276	0000600946
0000426277	0000600946
0000426278	0000600946
0000426279	0000600946
0000426280	0000600946
0000426281	0000600946
0000426282	0000603589
0000426283	0000603643
0000426284	0000604062
0000426285	0000604062
0000426286	0000604062
0000426287	0000602032
0000426288	0000602032
0000426289	0000600318
0000426290	0000600482
0000426291	0000604062
0000426292	0000604062
0000426293	0000604062
0000426294	0000600342
0000426295	0000600342
0000426296	0000603778
0000426297	0000603778
0000426298	0000600318
0000426299	0000600105
0000426300	0000600318
0000426301	0000602032
0000426302	0000600466
0000426303	0000603589
0000426304	0000600079
0000426305	0000600079
0000426306	0000605174
0000426307	0000600040
0000426308	0000604062
0000426309	0000604062
0000426310	0000604062
0000426311	0000604062
0000426312	0000602032
0000426313	0000600318
0000426314	0000600148
0000426315	0000604062
0000426316	0000604062
0000426317	0000602086
0000426318	0000604135
0000426319	0000602086
0000426320	0000602086
0000426321	0000602088
0000426322	0000602086
0000426323	0000602086
0000426324	0000602086
0000426325	0000602089
0000426326	0000602086
0000426327	0000602086
0000426328	0000602086
0000426329	0000602086
0000426330	0000602086
0000426331	0000601497
0000426332	0000602086
0000426333	0000602096
0000426334	0000600030
0000426335	0000604062
0000426336	0000604062
0000426337	0000602019
0000426338	0000604062
0000426339	0000604062
0000426340	0000603643
0000426341	0000600380
0000426342	0000600342
0000426343	0000601497
0000426344	0000602096
0000426345	0000600006
0000426346	0000600006
0000426347	0000600946
0000426348	0000600946
0000426349	0000600946
0000426350	0000600946
0000426351	0000600946
0000426352	0000600946
0000426353	0000600946
0000426354	0000600946
0000426355	0000600946
0000426356	0000600946
0000426357	0000600946
0000426358	0000600946
0000426359	0000600946
0000426360	0000600342
0000426361	0000600032
0000426362	0000600415
0000426363	0000600032
0000426364	0000600040
0000426365	0000604062
0000426366	0000602032
0000426367	0000602019
0000426368	0000600318
0000426369	0000604062
0000426370	0000600030
0000426371	0000600034
0000426372	0000600078
0000426373	0000600946
0000426374	0000600946
0000426375	0000600071
0000426376	0000601608
0000426377	0000604135
0000426378	0000604062
0000426379	0000604062
0000426380	0000604062
0000426381	0000604062
0000426382	0000602033
0000426383	0000604062
0000426384	0000604062
0000426385	0000603643
0000426386	0000600318
0000426387	0000605980
0000426388	0000601497
0000426389	0000604062
0000426390	0000604062
0000426391	0000604062
0000426392	0000602426
0000426393	0000600040
0000426394	0000601489
0000426395	0000605174
0000426396	0000604062
0000426397	0000604062
0000426398	0000604062
0000426399	0000604062
0000426400	0000604062
0000426401	0000600032
0000426402	0000601497
0000426403	0000603643
0000426404	0000604062
0000426405	0000602096
0000426406	0000603643
0000426407	0000603643
0000426408	0000603643
0000426409	0000600007
0000426410	0000600006
0000426411	0000600006
0000426412	0000600006
0000426413	0000602032
0000426414	0000602032
0000426415	0000600342
0000426416	0000600946
0000426417	0000600946
0000426418	0000600946
0000426419	0000600946
0000426420	0000600946
0000426421	0000600946
0000426422	0000600318
0000426423	0000604062
0000426424	0000604062
0000426425	0000604062
0000426426	0000604062
0000426427	0000604062
0000426428	0000604062
0000426429	0000604062
0000426430	0000600166
0000426431	0000600466
0000426432	0000604062
0000426433	0000604062
0000426434	0000602019
0000426435	0000600121
0000426436	0000600121
0000426437	0000605980
0000426438	0000601233
0000426439	0000602096
0000426440	0000600342
0000426441	0000600342
0000426442	0000602434
0000426443	0000604062
0000426444	0000603589
0000426445	0000604062
0000426446	0000604062
0000426447	0000600342
0000426448	0000603589
0000426449	0000604062
0000426450	0000602426
0000426451	0000603778
0000426452	0000603778
0000426453	0000600318
0000426454	0000600032
0000426455	0000600032
0000426456	0000600040
0000426457	0000601497
0000426458	0000600946
0000426459	0000600946
0000426460	0000604062
0000426461	0000604062
0000426462	0000602102
0000426463	0000600121
0000426464	0000600030
0000426465	0000600483
0000426467	0000604062
0000426468	0000602032
0000426469	0000602032
0000426470	0000600369
0000426471	0000605124
0000426472	0000601748
0000426473	0000604062
0000426474	0000603368
0000426475	0000604062
0000426476	0000601543
0000426477	0000600030
0000426478	0000602426
0000426479	0000604062
0000426480	0000604062
0000426481	0000601659
0000426483	0000600032
0000426484	0000600318
0000426485	0000600318
0000426486	0000600318
0000426487	0000600007
0000426488	0000600007
0000426489	0000600007
0000426490	0000600007
0000426491	0000600007
0000426492	0000600006
0000426493	0000600006
0000426494	0000604062
0000426495	0000600319
0000426496	0000604062
0000426497	0000600946
0000426498	0000601543
0000426499	0000601543
0000426500	0000601543
0000426501	0000601543
0000426502	0000601543
0000426503	0000601543
0000426504	0000600482
0000426505	0000601543
0000426506	0000601543
0000426507	0000601543
0000426508	0000601543
0000426509	0000601543
0000426510	0000601543
0000426511	0000601543
0000426512	0000601543
0000426513	0000601543
0000426514	0000601543
0000426515	0000601543
0000426516	0000601543
0000426517	0000601543
0000426518	0000601543
0000426519	0000601748
0000426520	0000600504
0000426521	0000603778
0000426522	0000600319
0000426523	0000600121
0000426524	0000603643
0000426525	0000603643
0000426526	0000603643
0000426527	0000605980
0000426528	0000603643
0000426529	0000603643
0000426530	0000603643
0000426531	0000600946
0000426532	0000600148
0000426533	0000600482
0000426534	0000600032
0000426535	0000601608
0000426536	0000602046
0000426537	0000603778
0000426538	0000602056
0000426540	0000600063
0000426541	0000603643
0000426542	0000570877
0000426543	0000550087
0000426544	0000588327
0000426545	0000555576
0000426546	0000550084
0000426547	0000600466
0000426548	0000601314
0000426549	0000550444
0000426550	0000602042
0000426551	0000600946
0000426552	0000604062
0000426553	0000602032
0000426554	0000600321
0000426555	0000600431
0000426556	0000600318
0000426557	0000600145
0000426558	0000600946
0000426559	0000600946
0000426560	0000600946
0000426561	0000600378
0000426562	0000604062
0000426563	0000604062
0000426564	0000604062
0000426565	0000604062
0000426566	0000600946
0000426567	0000600148
0000426568	0000602019
0000426569	0000600063
0000426570	0000602019
0000426571	0000601497
0000426572	0000605174
0000426573	0000600369
0000426574	0000602096
0000426575	0000600946
0000426576	0000600946
0000426577	0000604062
0000426578	0000604062
0000426579	0000602096
0000426580	0000602019
0000426581	0000602019
0000426582	0000604062
0000426583	0000604062
0000426584	0000600466
0000426585	0000600121
0000426586	0000600148
0000426587	0000600148
0000426588	0000604062
0000426589	0000600105
0000426590	0000604062
0000426591	0000602068
0000426592	0000604062
0000426593	0000600071
0000426594	0000604062
0000426595	0000600121
0000426596	0000602103
0000426597	0000602019
0000426598	0000600466
0000426599	0000600063
0000426600	0000600063
0000426601	0000600342
0000426602	0000600078
0000426603	0000603643
0000426604	0000604062
0000426605	0000604062
0000426606	0000600342
0000426607	0000602426
0000426608	0000600030
0000426609	0000600167
0000426610	0000602032
0000426611	0000600063
0000426612	0000602019
0000426613	0000600946
0000426614	0000600946
0000426615	0000600946
0000426616	0000600007
0000426617	0000600946
0000426618	0000600946
0000426619	0000600946
0000426620	0000600946
0000426621	0000601233
0000426622	0000600007
0000426623	0000600946
0000426624	0000604062
0000426625	0000604062
0000426626	0000600091
0000426627	0000604062
0000426628	0000604062
0000426629	0000601497
0000426630	0000602096
0000426631	0000604062
0000426632	0000604062
0000426633	0000604062
0000426634	0000604062
0000426635	0000604062
0000426636	0000600482
0000426637	0000604062
0000426638	0000604062
0000426639	0000600063
0000426640	0000600071
0000426641	0000600071
0000426642	0000600071
0000426643	0000600071
0000426644	0000600482
0000426645	0000600072
0000426646	0000604062
0000426647	0000600079
0000426648	0000604062
0000426649	0000605980
0000426650	0000604062
0000426651	0000600121
0000426652	0000600946
0000426653	0000600040
0000426654	0000600040
0000426655	0000601497
0000426656	0000600946
0000426657	0000600946
0000426658	0000600946
0000426659	0000600946
0000426660	0000600482
0000426661	0000604062
0000426662	0000604062
0000426663	0000604062
0000426664	0000604062
0000426665	0000604062
0000426666	0000604062
0000426667	0000604062
0000426668	0000604062
0000426669	0000604062
0000426670	0000604062
0000426671	0000600482
0000426672	0000600342
0000426673	0000602032
0000426674	0000600318
0000426675	0000600318
0000426676	0000600319
0000426677	0000604062
0000426678	0000604062
0000426679	0000600482
0000426680	0000604062
0000426681	0000604062
0000426682	0000600007
0000426683	0000600007
0000426684	0000600006
0000426685	0000600482
0000426686	0000600007
0000426687	0000600482
0000426688	0000604062
0000426689	0000604062
0000426690	0000604062
0000426691	0000601748
0000426692	0000601748
0000426693	0000605174
0000426694	0000604062
0000426695	0000604062
0000426696	0000604062
0000426697	0000600064
0000426698	0000602032
0000426699	0000600946
0000426700	0000600946
0000426701	0000604062
0000426702	0000600342
0000426703	0000602046
0000426704	0000603643
0000426705	0000600071
0000426706	0000600071
0000426707	0000600318
0000426708	0000600071
0000426709	0000600466
0000426710	0000600032
0000426711	0000604062
0000426712	0000602076
0000426713	0000604062
0000426714	0000604062
0000426715	0000601543
0000426716	0000600063
0000426717	0000600466
0000426718	0000602559
0000426719	0000602559
0000426720	0000600067
0000426721	0000600484
0000426722	0000600466
0000426723	0000600484
0000426724	0000601497
0000426725	0000600342
0000426726	0000601489
0000426727	0000604062
0000426728	0000604062
0000426729	0000600946
0000426730	0000600946
0000426731	0000600946
0000426732	0000604062
0000426733	0000604062
0000426734	0000600007
0000426735	0000604062
0000426736	0000601497
0000426737	0000600946
0000426738	0000604062
0000426739	0000601497
0000426740	0000601497
0000426741	0000600482
0000426742	0000602426
0000426743	0000600063
0000426744	0000602103
0000426745	0000600063
0000426746	0000600063
0000426747	0000601497
0000426748	0000600318
0000426749	0000600121
0000426750	0000606502
0000426751	0000602096
0000426752	0000601497
0000426753	0000604062
0000426754	0000604062
0000426755	0000600946
0000426756	0000600946
0000426757	0000604062
0000426758	0000602032
0000426759	0000600091
0000426760	0000602032
0000426761	0000604062
0000426762	0000601026
0000426763	0000601026
0000426764	0000601820
0000426765	0000601026
0000426766	0000601820
0000426767	0000601026
0000426768	0000600482
0000426769	0000601820
0000426770	0000601820
0000426771	0000601820
0000426772	0000601820
0000426773	0000601025
0000426774	0000601820
0000426775	0000601820
0000426776	0000601820
0000426777	0000601026
0000426778	0000601820
0000426779	0000601820
0000426780	0000601025
0000426781	0000601820
0000426782	0000601820
0000426783	0000601820
0000426784	0000600482
0000426785	0000601820
0000426786	0000601820
0000426787	0000601003
0000426788	0000601026
0000426789	0000601026
0000426790	0000601901
0000426791	0000601820
0000426792	0000601026
0000426793	0000601820
0000426794	0000601820
0000426795	0000601901
0000426796	0000601904
0000426797	0000601820
0000426798	0000601026
0000426799	0000601820
0000426800	0000601820
0000426801	0000601820
0000426802	0000601820
0000426803	0000601905
0000426804	0000601820
0000426805	0000601901
0000426806	0000600482
0000426807	0000601820
0000426808	0000601820
0000426809	0000601820
0000426810	0000601026
0000426811	0000601026
0000426812	0000601026
0000426813	0000601820
0000426814	0000600466
0000426815	0000601901
0000426816	0000601003
0000426817	0000601820
0000426818	0000600007
0000426819	0000600342
0000426820	0000600342
0000426821	0000600342
0000426822	0000604062
0000426823	0000604062
0000426824	0000601543
0000426825	0000600063
0000426826	0000600063
0000426827	0000600063
0000426828	0000600063
0000426829	0000600063
0000426830	0000601497
0000426831	0000600063
0000426832	0000600063
0000426833	0000602102
0000426834	0000602102
0000426835	0000600063
0000426836	0000602558
0000426837	0000600063
0000426838	0000602426
0000426839	0000600063
0000426840	0000600063
0000426841	0000602426
0000426842	0000600063
0000426843	0000602426
0000426844	0000602426
0000426845	0000600063
0000426846	0000600063
0000426847	0000602426
0000426848	0000600063
0000426849	0000600063
0000426850	0000600063
0000426851	0000602013
0000426852	0000602013
0000426853	0000602019
0000426854	0000602019
0000426855	0000602426
0000426856	0000602426
0000426857	0000602426
0000426858	0000602434
0000426859	0000602426
0000426860	0000602426
0000426861	0000604062
0000426862	0000600007
0000426863	0000601233
0000426864	0000600007
0000426865	0000600006
0000426866	0000602426
0000426867	0000600040
0000426868	0000604062
0000426869	0000600063
0000426870	0000600063
0000426871	0000600007
0000426872	0000600946
0000426873	0000600946
0000426874	0000600946
0000426875	0000603643
0000426876	0000602019
0000426877	0000600063
0000426878	0000601470
0000426879	0000601470
0000426880	0000601470
0000426881	0000601470
0000426882	0000602019
0000426883	0000600380
0000426884	0000600380
0000426885	0000604062
0000426886	0000604062
0000426887	0000604062
0000426888	0000604062
0000426889	0000604062
0000426890	0000604062
0000426891	0000600148
0000426892	0000600140
0000426893	0000600006
0000426894	0000600006
0000426895	0000602068
0000426896	0000600071
0000426897	0000600946
0000426898	0000601497
0000426899	0000601497
0000426900	0000600078
0000426901	0000600063
0000426902	0000600071
0000426904	0000600071
0000426905	0000600071
0000426906	0000600072
0000426907	0000600071
0000426908	0000600482
0000426909	0000604062
0000426910	0000601497
0000426911	0000600063
0000426912	0000600063
0000426913	0000600069
0000426914	0000601667
0000426915	0000600318
0000426916	0000605980
0000426917	0000600318
0000426918	0000600369
0000426919	0000600032
0000426920	0000601497
0000426921	0000600063
0000426922	0000601497
0000426923	0000603643
0000426924	0000600466
0000426925	0000600946
0000426926	0000600946
0000426927	0000600946
0000426928	0000600946
0000426929	0000600946
0000426930	0000600078
0000426931	0000602032
0000426932	0000600121
0000426933	0000604062
0000426934	0000600342
0000426935	0000600007
0000426936	0000600342
0000426937	0000602062
0000426938	0000600482
0000426939	0000602011
0000426940	0000602011
0000426941	0000602032
0000426942	0000600040
0000426943	0000600040
0000426944	0000602019
0000426945	0000602068
0000426946	0000600482
0000426947	0000602068
0000426948	0000600946
0000426949	0000600946
0000426950	0000600946
0000426951	0000600946
0000426952	0000600946
0000426953	0000600946
0000426954	0000600946
0000426955	0000600946
0000426956	0000600946
0000426957	0000600167
0000426958	0000600030
0000426959	0000600121
0000426960	0000600030
0000426961	0000600030
0000426963	0000600121
0000426964	0000600030
0000426965	0000600030
0000426966	0000600484
0000426967	0000600318
0000426968	0000600321
0000426969	0000601497
0000426970	0000600482
0000426971	0000603643
0000426972	0000604062
0000426973	0000600147
0000426974	0000600007
0000426975	0000600006
0000426976	0000600006
0000426977	0000600006
0000426978	0000600006
0000426979	0000600148
0000426980	0000600342
0000426981	0000600342
0000426982	0000600342
0000426983	0000600342
0000426984	0000600342
0000426985	0000600342
0000426986	0000600377
0000426987	0000600149
0000426988	0000602019
0000426989	0000604135
0000426990	0000602019
0000426991	0000600318
0000426992	0000605980
0000426993	0000600946
0000426994	0000600946
0000426995	0000600946
0000426996	0000600946
0000426997	0000600385
0000426998	0000600946
0000426999	0000600946
0000427000	0000600946
0000427001	0000600946
0000427002	0000600946
0000427003	0000602019
0000427004	0000600377
0000427005	0000600483
0000427006	0000605980
0000427007	0000600030
0000427008	0000600946
0000427009	0000600946
0000427010	0000600946
0000427011	0000600946
0000427012	0000600385
0000427013	0000600946
0000427014	0000601497
0000427015	0000603643
0000427016	0000600007
0000427017	0000600006
0000427018	0000600007
0000427019	0000600007
0000427020	0000600385
0000427021	0000602426
0000427022	0000600946
0000427023	0000600946
0000427024	0000605980
0000427025	0000600321
0000427026	0000603783
0000427027	0000602032
0000427028	0000600121
0000427029	0000600144
0000427030	0000602032
0000427031	0000603368
0000427032	0000600342
0000427033	0000600342
0000427034	0000600342
0000427035	0000600482
0000427036	0000605980
0000427037	0000600482
0000427038	0000600318
0000427039	0000600385
0000427040	0000605980
0000427041	0000605980
0000427042	0000600318
0000427043	0000601497
0000427044	0000605980
0000427045	0000600369
0000427046	0000601004
0000427047	0000600385
0000427048	0000602426
0000427049	0000600007
0000427050	0000600164
0000427051	0000600321
0000427052	0000600946
0000427053	0000600080
0000427054	0000604283
0000427055	0000604135
0000427056	0000604283
0000427057	0000604283
0000427058	0000604283
0000427059	0000604283
0000427060	0000600482
0000427061	0000604283
0000427062	0000604283
0000427063	0000602096
0000427064	0000604283
0000427065	0000604283
0000427066	0000604283
0000427067	0000604283
0000427068	0000604283
0000427069	0000604283
0000427070	0000604283
0000427071	0000600946
0000427072	0000604283
0000427073	0000604283
0000427074	0000604283
0000427075	0000604283
0000427076	0000600148
0000427077	0000600006
0000427078	0000600064
0000427079	0000601497
0000427080	0000600040
0000427081	0000602032
0000427082	0000602062
0000427083	0000600321
0000427084	0000600105
0000427085	0000600946
0000427086	0000600040
0000427087	0000600140
0000427088	0000600318
0000427089	0000600946
0000427090	0000600946
0000427091	0000600078
0000427092	0000601543
0000427093	0000600063
0000427094	0000604062
0000427095	0000601543
0000427096	0000602019
0000427097	0000600466
0000427098	0000600466
0000427099	0000600482
0000427100	0000600482
0000427101	0000604135
0000427102	0000600482
0000427103	0000600482
0000427104	0000600482
0000427105	0000600482
0000427106	0000600482
0000427107	0000600482
0000427108	0000603643
0000427109	0000600380
0000427110	0000600342
0000427111	0000600466
0000427112	0000600946
0000427113	0000600946
0000427114	0000600946
0000427115	0000600146
0000427116	0000601497
0000427117	0000600342
0000427118	0000600342
0000427119	0000600342
0000427120	0000600164
0000427121	0000600121
0000427122	0000600121
0000427123	0000600121
0000427124	0000600030
0000427125	0000601470
0000427126	0000601470
0000427127	0000601470
0000427128	0000602558
0000427129	0000601470
0000427130	0000601470
0000427131	0000601470
0000427132	0000601470
0000427133	0000600121
0000427134	0000600157
0000427135	0000600380
0000427136	0000604135
0000427137	0000600482
0000427138	0000600466
0000427139	0000600482
0000427140	0000601820
0000427141	0000601025
0000427142	0000601820
0000427143	0000601820
0000427144	0000600385
0000427145	0000601820
0000427146	0000601025
0000427147	0000601820
0000427148	0000601820
0000427149	0000601820
0000427150	0000601820
0000427151	0000601820
0000427152	0000601820
0000427153	0000601820
0000427154	0000601902
0000427155	0000601820
0000427156	0000601026
0000427157	0000601025
0000427158	0000601026
0000427159	0000601820
0000427161	0000601820
0000427162	0000601820
0000427163	0000601026
0000427164	0000601820
0000427165	0000601820
0000427166	0000601820
0000427167	0000601902
0000427168	0000601902
0000427169	0000601025
0000427170	0000601026
0000427171	0000601820
0000427172	0000601902
0000427173	0000601902
0000427174	0000601902
0000427175	0000601902
0000427176	0000601026
0000427177	0000601820
0000427178	0000601025
0000427179	0000601820
0000427180	0000601902
0000427181	0000601820
0000427182	0000601902
0000427183	0000601902
0000427184	0000601902
0000427185	0000601902
0000427186	0000601026
0000427187	0000604135
0000427188	0000601026
0000427189	0000601902
0000427190	0000601902
0000427191	0000601902
0000427192	0000601902
0000427193	0000601026
0000427194	0000601820
0000427195	0000604135
0000427196	0000601901
0000427197	0000601820
0000427198	0000601901
0000427199	0000601901
0000427200	0000601901
0000427201	0000601820
0000427202	0000601820
0000427203	0000601901
0000427204	0000601026
0000427205	0000601026
0000427206	0000601904
0000427207	0000601820
0000427208	0000601820
0000427209	0000602032
0000427210	0000601820
0000427211	0000601820
0000427212	0000601820
0000427213	0000601025
0000427214	0000601820
0000427215	0000601820
0000427216	0000601820
0000427217	0000600385
0000427218	0000601011
0000427219	0000601026
0000427220	0000601820
0000427221	0000601820
0000427222	0000601820
0000427223	0000601820
0000427224	0000601025
0000427225	0000600946
0000427226	0000601026
0000427227	0000601026
0000427228	0000601026
0000427229	0000601820
0000427230	0000601820
0000427231	0000601820
0000427232	0000601904
0000427233	0000600946
0000427234	0000601026
0000427235	0000601820
0000427236	0000601904
0000427237	0000601026
0000427238	0000601820
0000427239	0000601904
0000427240	0000601904
0000427241	0000600946
0000427242	0000601011
0000427243	0000601025
0000427244	0000601820
0000427245	0000601026
0000427246	0000601904
0000427247	0000601026
0000427248	0000601904
0000427249	0000601820
0000427250	0000601820
0000427251	0000601904
0000427252	0000601820
0000427253	0000601026
0000427254	0000601013
0000427255	0000601820
0000427256	0000601820
0000427257	0000601026
0000427258	0000601820
0000427259	0000601820
0000427260	0000601820
0000427261	0000601820
0000427262	0000601820
0000427263	0000601904
0000427264	0000601820
0000427265	0000601820
0000427266	0000601820
0000427267	0000601820
0000427268	0000601820
0000427269	0000601904
0000427270	0000601904
0000427271	0000601820
0000427272	0000601820
0000427273	0000601904
0000427274	0000601026
0000427275	0000601026
0000427276	0000600946
0000427277	0000601820
0000427278	0000601025
0000427279	0000601026
0000427280	0000601904
0000427281	0000601026
0000427282	0000601820
0000427283	0000601904
0000427284	0000600946
0000427285	0000601820
0000427286	0000601026
0000427287	0000601820
0000427288	0000601026
0000427289	0000601820
0000427290	0000601026
0000427291	0000601820
0000427292	0000600946
0000427293	0000601820
0000427294	0000601820
0000427295	0000601026
0000427296	0000601904
0000427297	0000601905
0000427298	0000601820
0000427299	0000601820
0000427300	0000601820
0000427301	0000601820
0000427302	0000601025
