KUNNR	HKUNNR
0000427303	0000601820
0000427304	0000601906
0000427305	0000601026
0000427306	0000600946
0000427307	0000601820
0000427308	0000601005
0000427309	0000601905
0000427310	0000601026
0000427311	0000601025
0000427312	0000601820
0000427313	0000601820
0000427314	0000601101
0000427315	0000601820
0000427316	0000601906
0000427317	0000601820
0000427318	0000601026
0000427319	0000601820
0000427320	0000601906
0000427321	0000601820
0000427322	0000600946
0000427323	0000601026
0000427324	0000601820
0000427325	0000601026
0000427326	0000601026
0000427327	0000601025
0000427328	0000601025
0000427329	0000601820
0000427330	0000601820
0000427331	0000601820
0000427332	0000601820
0000427333	0000601026
0000427334	0000601820
0000427335	0000601025
0000427336	0000601820
0000427337	0000601820
0000427338	0000601906
0000427339	0000601906
0000427340	0000601820
0000427341	0000601820
0000427342	0000601820
0000427343	0000601820
0000427344	0000601820
0000427345	0000601906
0000427346	0000601026
0000427347	0000601820
0000427348	0000601906
0000427349	0000600946
0000427350	0000601820
0000427351	0000601026
0000427352	0000601906
0000427353	0000601820
0000427354	0000601906
0000427355	0000601820
0000427356	0000601820
0000427357	0000601101
0000427358	0000601906
0000427359	0000601906
0000427360	0000601820
0000427361	0000601820
0000427362	0000601820
0000427363	0000601820
0000427364	0000601906
0000427365	0000600946
0000427366	0000601026
0000427367	0000601026
0000427368	0000601903
0000427369	0000601820
0000427370	0000601903
0000427371	0000601903
0000427372	0000601026
0000427373	0000600946
0000427374	0000601820
0000427375	0000601820
0000427376	0000601820
0000427377	0000601820
0000427378	0000601903
0000427379	0000601903
0000427380	0000601820
0000427381	0000600946
0000427382	0000601820
0000427383	0000601025
0000427384	0000601026
0000427385	0000601820
0000427386	0000601903
0000427387	0000601820
0000427388	0000601820
0000427389	0000601820
0000427390	0000601820
0000427391	0000601820
0000427392	0000601820
0000427393	0000601026
0000427394	0000601026
0000427395	0000601820
0000427396	0000601026
0000427397	0000601820
0000427398	0000601820
0000427399	0000601026
0000427400	0000601820
0000427401	0000601026
0000427402	0000601820
0000427403	0000600946
0000427404	0000601903
0000427405	0000601820
0000427406	0000601026
0000427407	0000601820
0000427408	0000601011
0000427409	0000600079
0000427410	0000602032
0000427411	0000600946
0000427412	0000605174
0000427413	0000605174
0000427414	0000600946
0000427415	0000600318
0000427416	0000605980
0000427417	0000600034
0000427418	0000600034
0000427419	0000600164
0000427420	0000604062
0000427421	0000600006
0000427422	0000600006
0000427423	0000600006
0000427424	0000600006
0000427425	0000600006
0000427426	0000600007
0000427427	0000600007
0000427428	0000600007
0000427429	0000600006
0000427430	0000600007
0000427431	0000600071
0000427432	0000600020
0000427433	0000600020
0000427434	0000600020
0000427435	0000600020
0000427436	0000600082
0000427437	0000600082
0000427438	0000600946
0000427439	0000600082
0000427440	0000600082
0000427441	0000602096
0000427442	0000600032
0000427443	0000600040
0000427444	0000600059
0000427445	0000602089
0000427446	0000600946
0000427447	0000600946
0000427448	0000600063
0000427449	0000600063
0000427450	0000600063
0000427451	0000600063
0000427452	0000602032
0000427453	0000602032
0000427454	0000600946
0000427455	0000602032
0000427456	0000600147
0000427457	0000600318
0000427458	0000603778
0000427459	0000603778
0000427460	0000600032
0000427461	0000600032
0000427462	0000600946
0000427463	0000600342
0000427464	0000600946
0000427465	0000602021
0000427466	0000604283
0000427467	0000600063
0000427468	0000601497
0000427469	0000600157
0000427470	0000600946
0000427471	0000602032
0000427472	0000600164
0000427473	0000603778
0000427474	0000603778
0000427475	0000600071
0000427476	0000600380
0000427477	0000600032
0000427478	0000601543
0000427479	0000602076
0000427480	0000603678
0000427481	0000602076
0000427482	0000602076
0000427483	0000602076
0000427484	0000602076
0000427485	0000602076
0000427486	0000602076
0000427487	0000602076
0000427488	0000602076
0000427489	0000602076
0000427490	0000602076
0000427491	0000602076
0000427492	0000602076
0000427493	0000602076
0000427494	0000600946
0000427495	0000600946
0000427496	0000600318
0000427497	0000600319
0000427498	0000600318
0000427499	0000605980
0000427500	0000600342
0000427501	0000600063
0000427502	0000600006
0000427503	0000605980
0000427504	0000600318
0000427505	0000600318
0000427506	0000600319
0000427507	0000600319
0000427508	0000601543
0000427509	0000601543
0000427510	0000603778
0000427511	0000600946
0000427512	0000600946
0000427513	0000600946
0000427514	0000600946
0000427515	0000601543
0000427516	0000600078
0000427517	0000600369
0000427518	0000600140
0000427520	0000600148
0000427521	0000600946
0000427522	0000604283
0000427523	0000604283
0000427524	0000601667
0000427525	0000601497
0000427526	0000602068
0000427528	0000600030
0000427529	0000600007
0000427530	0000605015
0000427531	0000605015
0000427532	0000605015
0000427533	0000605015
0000427534	0000605015
0000427535	0000600164
0000427536	0000605015
0000427537	0000605015
0000427538	0000605015
0000427539	0000605015
0000427540	0000605015
0000427541	0000605015
0000427542	0000605015
0000427543	0000600030
0000427544	0000605015
0000427545	0000605015
0000427546	0000605015
0000427547	0000605015
0000427548	0000605015
0000427549	0000605015
0000427550	0000605015
0000427551	0000605015
0000427552	0000605015
0000427553	0000605015
0000427554	0000605015
0000427555	0000605015
0000427556	0000605015
0000427557	0000605015
0000427558	0000605015
0000427559	0000605015
0000427560	0000605015
0000427561	0000605015
0000427562	0000605015
0000427563	0000605015
0000427564	0000605015
0000427565	0000605015
0000427566	0000605015
0000427567	0000605015
0000427568	0000605015
0000427569	0000605015
0000427570	0000605015
0000427571	0000605015
0000427572	0000605015
0000427573	0000605015
0000427574	0000605015
0000427575	0000605015
0000427576	0000605015
0000427577	0000605015
0000427578	0000605015
0000427579	0000605015
0000427580	0000605015
0000427581	0000605015
0000427582	0000605015
0000427583	0000605015
0000427584	0000605015
0000427585	0000605015
0000427586	0000605015
0000427587	0000605015
0000427588	0000605015
0000427589	0000605015
0000427590	0000605015
0000427591	0000605015
0000427592	0000605015
0000427593	0000605015
0000427594	0000602426
0000427595	0000605015
0000427596	0000605015
0000427597	0000605015
0000427598	0000605015
0000427599	0000605015
0000427600	0000605015
0000427601	0000605015
0000427602	0000605015
0000427603	0000605015
0000427604	0000605015
0000427605	0000605015
0000427606	0000605019
0000427607	0000600342
0000427608	0000605015
0000427609	0000600946
0000427610	0000605174
0000427611	0000606502
0000427612	0000602426
0000427613	0000602019
0000427614	0000605980
0000427615	0000600144
0000427616	0000604135
0000427617	0000600380
0000427618	0000600989
0000427619	0000600989
0000427620	0000600989
0000427621	0000600989
0000427622	0000600989
0000427623	0000600989
0000427624	0000600989
0000427625	0000600989
0000427626	0000600989
0000427627	0000600989
0000427628	0000600989
0000427629	0000600989
0000427630	0000600989
0000427631	0000600989
0000427632	0000600989
0000427633	0000600989
0000427634	0000600989
0000427635	0000600989
0000427636	0000600989
0000427637	0000600989
0000427638	0000600989
0000427639	0000600989
0000427640	0000600989
0000427641	0000600989
0000427642	0000600989
0000427643	0000600989
0000427644	0000600989
0000427645	0000600989
0000427646	0000600989
0000427647	0000600989
0000427648	0000600989
0000427649	0000600989
0000427650	0000600989
0000427651	0000600989
0000427652	0000600989
0000427653	0000600989
0000427654	0000600989
0000427655	0000600989
0000427656	0000600989
0000427657	0000605015
0000427658	0000600342
0000427659	0000600342
0000427660	0000603643
0000427661	0000603589
0000427662	0000601497
0000427663	0000600466
0000427664	0000603643
0000427665	0000603643
0000427666	0000600946
0000427667	0000600482
0000427668	0000600164
0000427669	0000603643
0000427670	0000603778
0000427671	0000602046
0000427672	0000604062
0000427673	0000604062
0000427674	0000604062
0000427675	0000604062
0000427676	0000604062
0000427677	0000604062
0000427678	0000600040
0000427679	0000604062
0000427680	0000604062
0000427681	0000604062
0000427682	0000604062
0000427683	0000604062
0000427684	0000604062
0000427685	0000604062
0000427686	0000604062
0000427687	0000604062
0000427688	0000604062
0000427689	0000604062
0000427690	0000604062
0000427691	0000604062
0000427692	0000604062
0000427693	0000604062
0000427694	0000604062
0000427695	0000604062
0000427696	0000604062
0000427697	0000604062
0000427698	0000604062
0000427699	0000604062
0000427700	0000604062
0000427701	0000604062
0000427702	0000604062
0000427703	0000604062
0000427704	0000604062
0000427705	0000604062
0000427706	0000604062
0000427707	0000604062
0000427708	0000604062
0000427709	0000604062
0000427710	0000600063
0000427711	0000604062
0000427712	0000604062
0000427713	0000604062
0000427714	0000604062
0000427715	0000604062
0000427716	0000604062
0000427717	0000604062
0000427718	0000604062
0000427719	0000604062
0000427720	0000604062
0000427722	0000604062
0000427723	0000604062
0000427724	0000604062
0000427725	0000604062
0000427726	0000604062
0000427727	0000604062
0000427728	0000604062
0000427729	0000604062
0000427730	0000604062
0000427731	0000604062
0000427732	0000604062
0000427733	0000604062
0000427734	0000604062
0000427735	0000604062
0000427736	0000604062
0000427737	0000604062
0000427738	0000604062
0000427739	0000604062
0000427740	0000604062
0000427741	0000604062
0000427742	0000604062
0000427743	0000604062
0000427744	0000604062
0000427745	0000604062
0000427746	0000604062
0000427747	0000604062
0000427748	0000604062
0000427749	0000604062
0000427750	0000604062
0000427751	0000604062
0000427752	0000604062
0000427753	0000604062
0000427754	0000604062
0000427755	0000604062
0000427756	0000604062
0000427757	0000604062
0000427758	0000604062
0000427759	0000604062
0000427760	0000604062
0000427761	0000604062
0000427762	0000604062
0000427763	0000604062
0000427764	0000600063
0000427765	0000604062
0000427766	0000604062
0000427767	0000604062
0000427768	0000604062
0000427769	0000604062
0000427770	0000604062
0000427771	0000604062
0000427772	0000604062
0000427773	0000604062
0000427774	0000604062
0000427775	0000604062
0000427776	0000604062
0000427777	0000604062
0000427778	0000604062
0000427779	0000604062
0000427780	0000604062
0000427781	0000604062
0000427782	0000604062
0000427783	0000604062
0000427784	0000604062
0000427785	0000604062
0000427786	0000604062
0000427787	0000604062
0000427788	0000604062
0000427789	0000604062
0000427790	0000600148
0000427791	0000600342
0000427792	0000600069
0000427793	0000600006
0000427794	0000600007
0000427795	0000600006
0000427796	0000600079
0000427797	0000600078
0000427798	0000604283
0000427799	0000601233
0000427800	0000600063
0000427801	0000600071
0000427802	0000600040
0000427803	0000600946
0000427804	0000600946
0000427805	0000600946
0000427806	0000600946
0000427807	0000600946
0000427808	0000601667
0000427809	0000600989
0000427810	0000600989
0000427811	0000600989
0000427812	0000600989
0000427813	0000600466
0000427814	0000600989
0000427815	0000600989
0000427816	0000600989
0000427817	0000600319
0000427818	0000600466
0000427819	0000600342
0000427820	0000600071
0000427821	0000600318
0000427822	0000600318
0000427823	0000600318
0000427824	0000602083
0000427825	0000600063
0000427826	0000604062
0000427827	0000604062
0000427828	0000600946
0000427829	0000600946
0000427830	0000600946
0000427831	0000600080
0000427832	0000604283
0000427833	0000600032
0000427834	0000600007
0000427835	0000600007
0000427836	0000601233
0000427837	0000600377
0000427838	0000603643
0000427839	0000600006
0000427840	0000600946
0000427841	0000600006
0000427842	0000600007
0000427843	0000600063
0000427844	0000605980
0000427845	0000602001
0000427846	0000600007
0000427847	0000601721
0000427848	0000600063
0000427849	0000604283
0000427850	0000604062
0000427851	0000604062
0000427852	0000604062
0000427853	0000604135
0000427854	0000604062
0000427855	0000604062
0000427856	0000604062
0000427857	0000604062
0000427858	0000604062
0000427859	0000604062
0000427860	0000604062
0000427861	0000604135
0000427862	0000604062
0000427863	0000604062
0000427864	0000604062
