KUNNR,SALES_AREA_KUNNR,HKUNNR,SALES_AREA_HKUNNR
0000433495,00201010,0000600946,00201010
0000433496,00201010,0000602434,00201010
0000433497,00201010,0000604135,00201010
0000433498,00201010,0000602426,00201010
0000433499,00201010,0000600369,00201010
0000433500,00201010,0000604135,00201010
0000433501,00201010,0000600342,00201010
0000433502,00201010,0000602102,00201010
0000433503,00201010,0000602102,00201010
0000433504,00201010,0000602102,00201010
0000433505,00201010,0000603643,00201010
0000433506,00201010,0000601543,00201010
0000433507,00201010,0000601543,00201010
0000433508,00201010,0000601543,00201010
0000433509,00201010,0000601543,00201010
0000433510,00201010,0000604062,00201010
0000433511,00201010,0000600946,00201010
0000433512,00201010,0000600946,00201010
0000433513,00201010,0000600946,00201010
0000433514,00201010,0000602559,00201010
0000433515,00201010,0000602434,00201010
0000433516,00201010,0000602001,00201010
0000433517,00201010,0000600946,00201010
0000433518,00201010,0000600946,00201010
0000433519,00201010,0000604135,00201010
0000433520,00201010,0000602434,00201010
0000433521,00201010,0000603783,00201010
0000433522,00201010,0000603783,00201010
0000433523,00201010,0000603783,00201010
0000433524,00201010,0000602047,00201010
0000433525,00201010,0000603778,00201010
0000433526,00201010,0000602068,00201010
0000433527,00201010,0000604135,00201010
0000433528,00201010,0000602068,00201010
0000433529,00201010,0000602434,00201010
0000433530,00201010,0000600121,00201010
0000433531,00201010,0000600063,00201010
0000433532,00201010,0000600121,00201010
0000433533,00201010,0000602559,00201010
0000433534,00201010,0000602056,00201010
0000433535,00201010,0000604135,00201010
0000433536,00201010,0000602032,00201010
0000433537,00201010,0000602434,00201010
0000433538,00201010,0000604062,00201010
0000433539,00201010,0000602032,00201010
0000433540,00201010,0000601233,00201010
0000433541,00201010,0000602032,00201010
0000433542,00201010,0000602434,00201010
0000433543,00201010,0000604135,00201010
0000433544,00201010,0000602434,00201010
0000433545,00201010,0000602434,00201010
0000433546,00201010,0000602434,00201010
0000433547,00201010,0000600318,00201010
0000433548,00201010,0000602001,00201010
0000433549,00201010,0000601315,00201010
0000433550,00201010,0000601315,00201010
0000433551,00201010,0000604135,00201010
0000433552,00201010,0000600946,00201010
0000433553,00201010,0000600946,00201010
0000433554,00201010,0000600946,00201010
0000433555,00201010,0000603778,00201010
0000433556,00201010,0000601497,00201010
0000433557,00201010,0000605980,00201010
0000433558,00201010,0000602047,00201010
0000433559,00201010,0000603778,00201010
0000433560,00201010,0000603643,00201010
0000433561,00201010,0000602030,00201010
0000433562,00201010,0000602102,00201010
0000433563,00201010,0000602102,00201010
0000433564,00201010,0000600006,00201010
0000433565,00201010,0000603643,00201010
0000433566,00201010,0000600946,00201010
0000433567,00201010,0000605174,00201010
0000433568,00201010,0000600946,00201010
0000433569,00201010,0000600946,00201010
0000433570,00201010,0000600946,00201010
0000433571,00201010,0000600946,00201010
0000433572,00201010,0000600946,00201010
0000433573,00201010,0000603643,00201010
0000433574,00201010,0000600063,00201010
0000433575,00201010,0000600032,00201010
0000433576,00201010,0000602011,00201010
0000433577,00201010,0000600063,00201010
0000433578,00201010,0000603778,00201010
0000433579,00201010,0000602102,00201010
0000433580,00201010,0000600063,00201010
0000433581,00201010,0000600063,00201010
0000433582,00201010,0000602011,00201010
0000433583,00201010,0000600063,00201010
0000433584,00201010,0000602434,00201010
0000433585,00201010,0000600063,00201010
0000433586,00201010,0000604135,00201010
0000433587,00201010,0000602426,00201010
0000433588,00201010,0000602434,00201010
0000433589,00201010,0000602434,00201010
0000433590,00201010,0000602434,00201010
0000433591,00201010,0000602434,00201010
0000433592,00201010,0000600300,00201010
0000433593,00201010,0000600300,00201010
0000433594,00201010,0000600300,00201010
0000433595,00201010,0000600300,00201010
0000433596,00201010,0000600300,00201010
0000433597,00201010,0000600300,00201010
0000433598,00201010,0000602434,00201010
0000433599,00201010,0000602434,00201010
0000433600,00201010,0000602434,00201010
0000433601,00201010,0000602434,00201010
0000433616,00201010,0000604135,00201010
0000433624,00201010,0000604135,00201010
0000433632,00201010,0000604135,00201010
0000433675,00201010,0000604135,00201010
0000433683,00201010,0000604135,00201010
0000433691,00201010,0000604135,00201010
0000433705,00201010,0000604135,00201010
0000433721,00201010,0000604135,00201010
0000433748,00201010,0000604135,00201010
0000433756,00201010,0000604135,00201010
0000433764,00201010,0000604135,00201010
0000433772,00201010,0000604135,00201010
0000433780,00201010,0000604135,00201010
0000433810,00201010,0000604135,00201010
0000433845,00201010,0000604135,00201010
0000433853,00201010,0000604135,00201010
0000433888,00201010,0000604135,00201010
0000433918,00201010,0000604135,00201010
0000433926,00201010,0000604135,00201010
0000433942,00201010,0000604135,00201010
0000433950,00201010,0000604135,00201010
0000433977,00201010,0000604135,00201010
0000433985,00201010,0000604135,00201010
0000434000,00201010,0000604135,00201010
0000434019,00201010,0000604135,00201010
0000434027,00201010,0000604135,00201010
0000434035,00201010,0000604135,00201010
0000434043,00201010,0000604135,00201010
0000434051,00201010,0000604135,00201010
0000434094,00201010,0000604135,00201010
0000434108,00201010,0000604135,00201010
0000434124,00201010,0000604135,00201010
0000434132,00201010,0000604135,00201010
0000434167,00201010,0000604135,00201010
0000434175,00201010,0000604135,00201010
0000434183,00201010,0000604135,00201010
0000434191,00201010,0000604135,00201010
0000434205,00201010,0000604135,00201010
0000434213,00201010,0000604135,00201010
0000434221,00201010,0000600385,00201010
0000434248,00201010,0000604135,00201010
0000434264,00201010,0000601101,00201010
0000434272,00201010,0000600946,00201010
0000434280,00201010,0000600946,00201010
0000434299,00201010,0000600946,00201010
0000434329,00201010,0000600946,00201010
0000434337,00201010,0000600946,00201010
0000434353,00201010,0000601101,00201010
0000434361,00201010,0000600946,00201010
0000434388,00201010,0000600946,00201010
0000434396,00201010,0000601101,00201010
0000434418,00201010,0000600946,00201010
0000434426,00201010,0000600946,00201010
0000434434,00201010,0000600946,00201010
0000434442,00201010,0000600946,00201010
0000434469,00201010,0000600946,00201010
0000434477,00201010,0000600946,00201010
0000434485,00201010,0000604135,00201010
0000434493,00201010,0000600946,00201010
0000434515,00201010,0000604135,00201010
0000434531,00201010,0000600946,00201010
0000434558,00201010,0000600946,00201010
0000434604,00201010,0000600946,00201010
0000434612,00201010,0000600946,00201010
0000434620,00201010,0000600946,00201010
0000434639,00201010,0000600946,00201010
0000434647,00201010,0000600946,00201010
0000434655,00201010,0000600946,00201010
0000434663,00201010,0000600946,00201010
0000434698,00201010,0000600946,00201010
0000434701,00201010,0000600946,00201010
0000434728,00201010,0000601101,00201010
0000434736,00201010,0000600946,00201010
0000434744,00201010,0000600385,00201010
0000434752,00201010,0000600946,00201010
0000434760,00201010,0000600946,00201010
0000434779,00201010,0000600946,00201010
0000434787,00201010,0000600946,00201010
0000434795,00201010,0000600946,00201010
0000434809,00201010,0000600946,00201010
0000434817,00201010,0000600946,00201010
0000434825,00201010,0000600946,00201010
0000434841,00201010,0000600946,00201010
0000434884,00201010,0000600946,00201010
0000434892,00201010,0000600946,00201010
0000434906,00201010,0000600946,00201010
0000434922,00201010,0000600946,00201010
0000434930,00201010,0000600946,00201010
0000434949,00201010,0000600063,00201010
0000434965,00201010,0000601241,00201010
0000434973,00201010,0000600138,00201010
0000434981,00201010,0000600946,00201010
0000435007,00201010,0000600946,00201010
0000435023,00201010,0000600946,00201010
0000435058,00201010,0000600946,00201010
0000435066,00201010,0000600946,00201010
0000435074,00201010,0000600946,00201010
0000435112,00201010,0000600946,00201010
0000435120,00201010,0000604135,00201010
0000435139,00201010,0000600385,00201010
0000435147,00201010,0000600946,00201010
0000435155,00201010,0000600946,00201010
0000435163,00201010,0000600946,00201010
0000435198,00201010,0000600946,00201010
0000435201,00201010,0000602033,00201010
0000435236,00201010,0000600946,00201010
0000435244,00201010,0000600946,00201010
0000435260,00201010,0000600946,00201010
0000435279,00201010,0000605019,00201010
0000435287,00201010,0000600946,00201010
0000435317,00201010,0000600946,00201010
0000435333,00201010,0000601241,00201010
0000435341,00201010,0000600946,00201010
0000435368,00201010,0000600946,00201010
0000435376,00201010,0000600946,00201010
0000435392,00201010,0000600946,00201010
0000435406,00201010,0000605015,00201010
0000435414,00201010,0000600946,00201010
0000435430,00201010,0000600946,00201010
0000435449,00201010,0000600946,00201010
0000435457,00201010,0000600946,00201010
0000435465,00201010,0000600946,00201010
0000435473,00201010,0000600946,00201010
0000435481,00201010,0000600946,00201010
0000435538,00201010,0000600946,00201010
0000435562,00201010,0000600946,00201010
0000435589,00201010,0000601241,00201010
0000435597,00201010,0000600946,00201010
0000435600,00201010,0000600946,00201010
0000435619,00201010,0000605015,00201010
0000435627,00201010,0000600946,00201010
0000435651,00201010,0000601497,00201010
0000435678,00201010,0000604135,00201010
0000435686,00201010,0000601497,00201010
0000435708,00201010,0000604135,00201010
0000435724,00201010,0000600032,00201010
0000435759,00201010,0000604135,00201010
0000435775,00201010,0000604135,00201010
0000435821,00201010,0000600415,00201010
0000435856,00201010,0000600415,00201010
0000435864,00201010,0000600415,00201010
0000435872,00201010,0000600040,00201010
0000435880,00201010,0000600040,00201010
0000435902,00201010,0000600040,00201010
0000435910,00201010,0000600032,00201010
0000435937,00201010,0000600032,00201010
0000435953,00201010,0000604135,00201010
0000435961,00201010,0000604135,00201010
0000435988,00201010,0000604135,00201010
0000435996,00201010,0000604135,00201010
0000436003,00201010,0000600369,00201010
0000436038,00201010,0000600946,00201010
0000436054,00201010,0000604135,00201010
0000436062,00201010,0000604135,00201010
0000436070,00201010,0000604135,00201010
0000436100,00201010,0000600415,00201010
0000436119,00201010,0000600210,00201010
0000436127,00201010,0000600415,00201010
0000436135,00201010,0000600040,00201010
0000436151,00201010,0000601012,00201010
0000436186,00201010,0000600040,00201010
0000436194,00201010,0000600040,00201010
0000436208,00201010,0000600040,00201010
0000436232,00201010,0000600040,00201010
0000436267,00201010,0000600415,00201010
0000436275,00201010,0000600415,00201010
0000436283,00201010,0000600040,00201010
0000436291,00201010,0000605015,00201010
0000436313,00201010,0000600415,00201010
0000436321,00201010,0000600415,00201010
0000436356,00201010,0000604135,00201010
0000436364,00201010,0000600385,00201010
0000436372,00201010,0000600040,00201010
0000436380,00201010,0000600040,00201010
0000436402,00201010,0000600040,00201010
0000436410,00201010,0000600040,00201010
0000436429,00201010,0000600415,00201010
0000436437,00201010,0000600040,00201010
0000436453,00201010,0000600415,00201010
0000436496,00201010,0000600040,00201010
0000436518,00201010,0000600040,00201010
0000436534,00201010,0000600342,00201010
0000436542,00201010,0000604135,00201010
0000436585,00201010,0000604135,00201010
0000436593,00201010,0000600342,00201010
0000436631,00201010,0000600946,00201010
0000436666,00201010,0000600063,00201010
0000436682,00201010,0000603778,00201010
0000436690,00201010,0000604623,00201010
0000436712,00201010,0000604135,00201010
0000436739,00201010,0000604135,00201010
0000436747,00201010,0000604135,00201010
0000436763,00201010,0000605015,00201010
0000436771,00201010,0000604135,00201010
0000436836,00201010,0000600385,00201010
0000436844,00201010,0000600687,00201010
0000436895,00201010,0000600385,00201010
0000436909,00201010,0000600466,00201010
0000436925,00201010,0000600350,00201010
0000436933,00201010,0000600350,00201010
0000436941,00201010,0000600350,00201010
0000436968,00201010,0000600350,00201010
0000436976,00201010,0000600350,00201010
0000436992,00201010,0000600350,00201010
0000437018,00201010,0000604135,00201010
0000437026,00201010,0000600350,00201010
0000437034,00201010,0000600350,00201010
0000437042,00201010,0000600946,00201010
0000437050,00201010,0000600350,00201010
0000437069,00201010,0000600350,00201010
0000437077,00201010,0000600350,00201010
0000437085,00201010,0000600350,00201010
0000437093,00201010,0000600350,00201010
0000437107,00201010,0000600350,00201010
0000437115,00201010,0000600350,00201010
0000437123,00201010,0000600350,00201010
0000437131,00201010,0000600350,00201010
0000437158,00201010,0000600350,00201010
0000437166,00201010,0000600350,00201010
0000437174,00201010,0000600350,00201010
0000437182,00201010,0000604135,00201010
0000437190,00201010,0000600350,00201010
0000437204,00201010,0000600350,00201010
0000437212,00201010,0000600350,00201010
0000437220,00201010,0000600350,00201010
0000437239,00201010,0000600350,00201010
0000437247,00201010,0000600350,00201010
0000437255,00201010,0000600350,00201010
0000437263,00201010,0000600350,00201010
0000437271,00201010,0000600350,00201010
0000437298,00201010,0000600946,00201010
0000437301,00201010,0000602032,00201010
0000437328,00201010,0000600377,00201010
0000437344,00201010,0000600350,00201010
0000437360,00201010,0000600350,00201010
0000437379,00201010,0000601012,00201010
0000437395,00201010,0000601497,00201010
0000437409,00201010,0000602019,00201010
0000437425,00201010,0000601012,00201010
0000437433,00201010,0000605015,00201010
0000437476,00201010,0000601012,00201010
0000437484,00201010,0000600350,00201010
0000437514,00201010,0000602032,00201010
0000437530,00201010,0000604135,00201010
0000437549,00201010,0000602032,00201010
0000437557,00201010,0000604135,00201010
0000437573,00201010,0000601012,00201010
0000437581,00201010,0000601012,00201010
0000437603,00201010,0000602426,00201010
0000437638,00201010,0000604135,00201010
0000437646,00201010,0000600350,00201010
0000437689,00201010,0000600482,00201010
0000437697,00201010,0000601012,00201010
0000437727,00201010,0000600350,00201010
0000437735,00201010,0000604135,00201010
0000437751,00201010,0000602033,00201010
0000437778,00201010,0000600350,00201010
0000437786,00201010,0000601012,00201010
0000437794,00201010,0000600350,00201010
0000437816,00201010,0000600350,00201010
0000437824,00201010,0000604135,00201010
0000437832,00201010,0000601012,00201010
0000437840,00201010,0000604135,00201010
0000437883,00201010,0000600350,00201010
0000437905,00201010,0000601012,00201010
0000437921,00201010,0000601012,00201010
0000437948,00201010,0000601012,00201010
0000437956,00201010,0000601012,00201010
0000437964,00201010,0000602033,00201010
0000437972,00201010,0000601012,00201010
0000437980,00201010,0000601012,00201010
0000437999,00201010,0000601012,00201010
0000438014,00201010,0000602033,00201010
0000438022,00201010,0000601012,00201010
0000438030,00201010,0000604135,00201010
0000438049,00201010,0000600350,00201010
0000438057,00201010,0000604135,00201010
0000438065,00201010,0000604135,00201010
0000438081,00201010,0000604135,00201010
0000438103,00201010,0000601012,00201010
0000438138,00201010,0000601012,00201010
0000438146,00201010,0000605015,00201010
0000438154,00201010,0000601012,00201010
0000438162,00201010,0000601012,00201010
0000438170,00201010,0000601012,00201010
0000438197,00201010,0000601012,00201010
0000438219,00201010,0000602033,00201010
0000438238,00201010,0000605174,00201010
0000438278,00201010,0000601012,00201010
0000438294,00201010,0000601012,00201010
0000438340,00201010,0000602033,00201010
0000438359,00201010,0000601012,00201010
0000438375,00201010,0000604135,00201010
0000438383,00201010,0000601012,00201010
0000438391,00201010,0000604135,00201010
0000438405,00201010,0000601012,00201010
0000438413,00201010,0000601012,00201010
0000438421,00201010,0000601012,00201010
0000438448,00201010,0000600946,00201010
0000438456,00201010,0000601012,00201010
0000438464,00201010,0000601012,00201010
0000438472,00201010,0000601012,00201010
0000438480,00201010,0000601012,00201010
0000438502,00201010,0000601012,00201010
0000438510,00201010,0000601012,00201010
0000438529,00201010,0000600946,00201010
0000438537,00201010,0000600946,00201010
0000438545,00201010,0000600946,00201010
0000438561,00201010,0000600946,00201010
0000438588,00201010,0000600946,00201010
0000438596,00201010,0000600946,00201010
0000438618,00201010,0000600946,00201010
0000438634,00201010,0000600946,00201010
0000438642,00201010,0000600946,00201010
0000438650,00201010,0000600946,00201010
0000438669,00201010,0000600946,00201010
0000438677,00201010,0000600946,00201010
0000438685,00201010,0000604135,00201010
0000438707,00201010,0000600946,00201010
0000438715,00201010,0000600946,00201010
0000438723,00201010,0000600946,00201010
0000438731,00201010,0000600350,00201010
0000438774,00201010,0000600946,00201010
0000438782,00201010,0000600946,00201010
0000438804,00201010,0000600946,00201010
0000438812,00201010,0000600350,00201010
0000438820,00201010,0000600946,00201010
0000438847,00201010,0000600946,00201010
0000438855,00201010,0000600946,00201010
0000438863,00201010,0000605015,00201010
0000438871,00201010,0000604135,00201010
0000438898,00201010,0000600946,00201010
0000438901,00201010,0000600946,00201010
0000438928,00201010,0000600946,00201010
0000438936,00201010,0000600946,00201010
0000438952,00201010,0000600350,00201010
0000438960,00201010,0000600946,00201010
0000438979,00201010,0000600946,00201010
0000438987,00201010,0000600946,00201010
0000438995,00201010,0000600946,00201010
0000439002,00201010,0000600946,00201010
0000439010,00201010,0000600946,00201010
0000439029,00201010,0000600946,00201010
0000439037,00201010,0000600946,00201010
0000439045,00201010,0000600946,00201010
0000439053,00201010,0000600946,00201010
0000439096,00201010,0000600946,00201010
0000439126,00201010,0000600946,00201010
0000439134,00201010,0000600946,00201010
0000439142,00201010,0000600350,00201010
0000439150,00201010,0000600946,00201010
0000439169,00201010,0000600946,00201010
0000439177,00201010,0000600946,00201010
0000439185,00201010,0000600946,00201010
0000439193,00201010,0000600946,00201010
0000439207,00201010,0000600946,00201010
0000439215,00201010,0000600946,00201010
0000439223,00201010,0000600946,00201010
0000439231,00201010,0000600946,00201010
0000439258,00201010,0000600946,00201010
0000439266,00201010,0000600946,00201010
0000439290,00201010,0000600946,00201010
0000439312,00201010,0000600946,00201010
0000439320,00201010,0000600946,00201010
0000439339,00201010,0000600946,00201010
0000439347,00201010,0000602068,00201010
0000439355,00201010,0000600946,00201010
0000439363,00201010,0000600946,00201010
0000439371,00201010,0000600946,00201010
0000439398,00201010,0000600946,00201010
0000439428,00201010,0000600946,00201010
0000439436,00201010,0000600946,00201010
0000439452,00201010,0000600946,00201010
0000439460,00201010,0000600946,00201010
0000439479,00201010,0000600946,00201010
0000439487,00201010,0000600946,00201010
0000439495,00201010,0000600946,00201010
0000439509,00201010,0000600946,00201010
0000439517,00201010,0000600946,00201010
0000439525,00201010,0000600946,00201010
0000439533,00201010,0000601241,00201010
0000439541,00201010,0000601241,00201010
0000439576,00201010,0000604135,00201010
0000439584,00201010,0000604135,00201010
0000439592,00201010,0000604135,00201010
0000439606,00201010,0000604135,00201010
0000439614,00201010,0000604135,00201010
0000439622,00201010,0000604135,00201010
0000439630,00201010,0000604135,00201010
0000439649,00201010,0000604135,00201010
0000439657,00201010,0000604135,00201010
0000439665,00201010,0000604135,00201010
0000439673,00201010,0000604135,00201010
0000439681,00201010,0000604135,00201010
0000439703,00201010,0000604135,00201010
0000439711,00201010,0000604135,00201010
0000439746,00201010,0000604135,00201010
0000439754,00201010,0000601497,00201010
0000439762,00201010,0000604135,00201010
0000439770,00201010,0000604135,00201010
0000439797,00201010,0000604135,00201010
0000439819,00201010,0000604135,00201010
0000439827,00201010,0000604135,00201010
0000439851,00201010,0000604135,00201010
0000439886,00201010,0000604135,00201010
0000439894,00201010,0000604135,00201010
0000439908,00201010,0000604135,00201010
0000439916,00201010,0000604135,00201010
0000439924,00201010,0000604135,00201010
0000439959,00201010,0000604135,00201010
0000439983,00201010,0000604135,00201010
0000439991,00201010,0000604135,00201010
0000440019,00201010,0000604135,00201010
0000440027,00201010,0000604135,00201010
0000440035,00201010,0000604135,00201010
0000440043,00201010,0000604135,00201010
0000440051,00201010,0000604135,00201010
0000440078,00201010,0000604135,00201010
0000440094,00201010,0000604135,00201010
0000440108,00201010,0000604135,00201010
0000440116,00201010,0000604135,00201010
0000440124,00201010,0000604135,00201010
0000440132,00201010,0000604135,00201010
0000440140,00201010,0000604135,00201010
0000440159,00201010,0000604135,00201010
0000440175,00201010,0000604135,00201010
0000440183,00201010,0000604135,00201010
0000440191,00201010,0000604135,00201010
0000440205,00201010,0000604135,00201010
0000440213,00201010,0000604135,00201010
0000440221,00201010,0000604135,00201010
0000440248,00201010,0000604135,00201010
0000440256,00201010,0000604135,00201010
0000440264,00201010,0000604135,00201010
0000440272,00201010,0000604135,00201010
0000440299,00201010,0000604135,00201010
0000440302,00201010,0000604135,00201010
0000440310,00201010,0000604135,00201010
0000440329,00201010,0000604135,00201010
0000440353,00201010,0000604135,00201010
0000440361,00201010,0000604135,00201010
0000440388,00201010,0000604135,00201010
0000440396,00201010,0000604135,00201010
0000440426,00201010,0000604135,00201010
0000440434,00201010,0000604135,00201010
0000440442,00201010,0000604135,00201010
0000440450,00201010,0000604135,00201010
0000440469,00201010,0000604135,00201010
0000440477,00201010,0000605015,00201010
0000440493,00201010,0000604135,00201010
0000440507,00201010,0000604135,00201010
0000440558,00201010,0000604135,00201010
0000440566,00201010,0000604135,00201010
0000440574,00201010,0000604135,00201010
0000440582,00201010,0000604135,00201010
0000440590,00201010,0000604135,00201010
0000440604,00201010,0000604135,00201010
0000440620,00201010,0000604135,00201010
0000440647,00201010,0000604135,00201010
0000440663,00201010,0000604135,00201010
0000440671,00201010,0000604135,00201010
0000440698,00201010,0000604135,00201010
0000440701,00201010,0000604135,00201010
0000440728,00201010,0000604135,00201010
0000440744,00201010,0000604135,00201010
0000440752,00201010,0000604135,00201010
0000440760,00201010,0000604135,00201010
0000440779,00201010,0000604135,00201010
0000440787,00201010,0000604135,00201010
0000440795,00201010,0000604135,00201010
0000440809,00201010,0000604135,00201010
0000440817,00201010,0000604135,00201010
0000440825,00201010,0000604135,00201010
0000440833,00201010,0000604135,00201010
0000440841,00201010,0000604135,00201010
0000440868,00201010,0000604135,00201010
0000440876,00201010,0000604135,00201010
0000440906,00201010,0000604135,00201010
0000440914,00201010,0000604135,00201010
0000440922,00201010,0000604135,00201010
0000440930,00201010,0000604135,00201010
0000440949,00201010,0000604135,00201010
0000440957,00201010,0000604135,00201010
0000440965,00201010,0000604135,00201010
0000440973,00201010,0000604135,00201010
0000440981,00201010,0000604135,00201010
0000441007,00201010,0000600350,00201010
0000441015,00201010,0000604135,00201010
0000441023,00201010,0000604135,00201010
0000441058,00201010,0000604135,00201010
0000441066,00201010,0000604135,00201010
0000441074,00201010,0000600350,00201010
0000441090,00201010,0000600350,00201010
0000441104,00201010,0000605015,00201010
0000441120,00201010,0000604135,00201010
0000441139,00201010,0000604135,00201010
0000441155,00201010,0000605015,00201010
0000441198,00201010,0000600350,00201010
0000441201,00201010,0000604135,00201010
0000441244,00201010,0000600946,00201010
0000441252,00201010,0000600007,00201010
0000441279,00201010,0000601772,00201010
0000441309,00201010,0000600006,00201010
0000441317,00201010,0000601772,00201010
0000441333,00201010,0000604135,00201010
0000441341,00201010,0000604135,00201010
0000441368,00201010,0000604135,00201010
0000441376,00201010,0000600350,00201010
0000441384,00201010,0000600482,00201010
0000441414,00201010,0000604135,00201010
0000441422,00201010,0000600482,00201010
0000441430,00201010,0000601659,00201010
0000441457,00201010,0000600482,00201010
0000441465,00201010,0000600350,00201010
0000441538,00201010,0000600482,00201010
0000441546,00201010,0000600482,00201010
0000441554,00201010,0000604135,00201010
0000441562,00201010,0000600482,00201010
0000441570,00201010,0000600006,00201010
0000441597,00201010,0000600350,00201010
0000441600,00201010,0000600482,00201010
0000441635,00201010,0000600946,00201010
0000441643,00201010,0000601241,00201010
0000441651,00201010,0000600946,00201010
0000441678,00201010,0000601772,00201010
0000441686,00201010,0000600483,00201010
0000441694,00201010,0000600946,00201010
0000441708,00201010,0000600946,00201010
0000441716,00201010,0000601241,00201010
0000441724,00201010,0000600946,00201010
0000441732,00201010,0000600946,00201010
0000441740,00201010,0000601241,00201010
0000441759,00201010,0000600946,00201010
0000441767,00201010,0000600946,00201010
0000441775,00201010,0000600946,00201010
0000441783,00201010,0000600946,00201010
0000441791,00201010,0000600946,00201010
0000441805,00201010,0000601772,00201010
0000441813,00201010,0000600946,00201010
0000441856,00201010,0000600946,00201010
0000441864,00201010,0000600946,00201010
0000441872,00201010,0000600946,00201010
0000441880,00201010,0000601241,00201010
0000441899,00201010,0000600946,00201010
0000441902,00201010,0000600946,00201010
0000441910,00201010,0000600946,00201010
0000441929,00201010,0000600946,00201010
0000441937,00201010,0000600946,00201010
0000441945,00201010,0000601241,00201010
0000441953,00201010,0000601241,00201010
0000441961,00201010,0000601241,00201010
0000441988,00201010,0000600946,00201010
0000441996,00201010,0000601241,00201010
0000442003,00201010,0000604135,00201010
0000442046,00201010,0000601772,00201010
0000442089,00201010,0000600019,00201010
0000442097,00201010,0000600350,00201010
0000442100,00201010,0000600350,00201010
0000442135,00201010,0000605015,00201010
0000442151,00201010,0000600350,00201010
0000442178,00201010,0000600350,00201010
0000442194,00201010,0000600350,00201010
0000442208,00201010,0000600350,00201010
0000442216,00201010,0000600946,00201010
0000442224,00201010,0000601012,00201010
0000442232,00201010,0000605015,00201010
0000442240,00201010,0000600350,00201010
0000442259,00201010,0000600350,00201010
0000442267,00201010,0000605015,00201010
0000442275,00201010,0000605015,00201010
0000442305,00201010,0000605015,00201010
0000442313,00201010,0000600350,00201010
0000442348,00201010,0000600350,00201010
0000442364,00201010,0000600350,00201010
0000442372,00201010,0000601004,00201010
0000442380,00201010,0000604135,00201010
0000442399,00201010,0000600032,00201010
0000442410,00201010,0000601497,00201010
0000442429,00201010,0000600032,00201010
0000442437,00201010,0000604135,00201010
0000442445,00201010,0000600369,00201010
0000442453,00201010,0000600032,00201010
0000442461,00201010,0000600032,00201010
0000442488,00201010,0000600032,00201010
0000442518,00201010,0000600032,00201010
0000442534,00201010,0000600032,00201010
0000442550,00201010,0000600032,00201010
0000442569,00201010,0000605015,00201010
0000442577,00201010,0000605015,00201010
0000442585,00201010,0000601497,00201010
0000442623,00201010,0000600415,00201010
0000442666,00201010,0000600415,00201010
0000442674,00201010,0000600040,00201010
0000442682,00201010,0000600059,00201010
0000442704,00201010,0000600415,00201010
0000442712,00201010,0000600350,00201010
0000442739,00201010,0000600415,00201010
0000442747,00201010,0000600415,00201010
0000442755,00201010,0000600415,00201010
0000442763,00201010,0000600040,00201010
0000442771,00201010,0000601772,00201010
0000442798,00201010,0000600415,00201010
0000442828,00201010,0000600415,00201010
0000442836,00201010,0000601772,00201010
0000442844,00201010,0000600415,00201010
0000442852,00201010,0000600040,00201010
0000442879,00201010,0000600946,00201010
0000442887,00201010,0000601241,00201010
0000442909,00201010,0000600946,00201010
0000442917,00201010,0000600946,00201010
0000442925,00201010,0000605015,00201010
0000442933,00201010,0000600946,00201010
0000442976,00201010,0000600946,00201010
0000442984,00201010,0000601241,00201010
0000442992,00201010,0000604135,00201010
0000443018,00201010,0000605015,00201010
0000443034,00201010,0000600946,00201010
0000443069,00201010,0000600946,00201010
0000443077,00201010,0000600946,00201010
0000443085,00201010,0000601470,00201010
0000443115,00201010,0000600946,00201010
0000443123,00201010,0000600369,00201010
0000443131,00201010,0000600946,00201010
0000443174,00201010,0000600946,00201010
0000443182,00201010,0000600946,00201010
0000443190,00201010,0000600946,00201010
0000443204,00201010,0000601241,00201010
0000443212,00201010,0000600946,00201010
0000443220,00201010,0000600946,00201010
0000443239,00201010,0000601241,00201010
0000443247,00201010,0000604135,00201010
0000443255,00201010,0000602032,00201010
0000443263,00201010,0000600946,00201010
0000443298,00201010,0000600946,00201010
0000443301,00201010,0000604135,00201010
0000443328,00201010,0000600946,00201010
0000443336,00201010,0000601241,00201010
0000443344,00201010,0000600946,00201010
0000443352,00201010,0000600946,00201010
0000443360,00201010,0000600946,00201010
0000443379,00201010,0000600946,00201010
0000443395,00201010,0000601241,00201010
0000443425,00201010,0000602032,00201010
0000443433,00201010,0000604135,00201010
0000443484,00201010,0000605015,00201010
0000443506,00201010,0000604461,00201010
0000443514,00201010,0000602032,00201010
0000443549,00201010,0000604461,00201010
0000443565,00201010,0000602032,00201010
0000443573,00201010,0000602032,00201010
0000443611,00201010,0000602032,00201010
0000443646,00201010,0000602032,00201010
0000443654,00201010,0000602032,00201010
0000443697,00201010,0000602032,00201010
0000443743,00201010,0000602032,00201010
0000443778,00201010,0000602032,00201010
0000443786,00201010,0000602032,00201010
0000443824,00201010,0000605019,00201010
0000443832,00201010,0000602032,00201010
0000443859,00201010,0000602032,00201010
0000443875,00201010,0000602032,00201010
0000443891,00201010,0000601772,00201010
0000443913,00201010,0000602032,00201010
0000443921,00201010,0000602032,00201010
0000443964,00201010,0000602032,00201010
0000444022,00201010,0000601012,00201010
0000444057,00201010,0000604135,00201010
0000444146,00201010,0000600466,00201010
